"ヒソヒソごえ　B
「ハッ！！
　　　　みられたっ！！」",36,"Whisper B:
""Somebody saw me!""
",34,,,
"じゃましやがって！
せっかく、あたまをよくしてもらってる
さいちゅうだったのにっ！

クエーッ！！！
",70,"Don't bother me now!
I am in the process
of receiving more 
power for my brain.

",88,"Get ou[tt]a [the] way! I'm
busy get[ti]ng a be[tt]er
bra[in]! >kweh<



",,"“You're intruding, doofus! With great difficulty, I'm in the process of receiving intelligence!”"
"さいきん、アステロイドのかわ　が
どんどん　さがってるような
きがするけど………
もし、アステロイドのかわ　が
おっこちたら、
したのせかいは、たいへんなことになるぞ！

だ、だいじょうぶかなあ……。
",181,"An asteroid field
is approaching.
If it hits, the world
beneath would be
severly damaged!

It will be alright.

",122,"Recent[ly], [it] seems [li]ke
[the] R[iv]er of Aster[oi]ds [is]
ge[tt][in]g [lo]wer and [lo]wer…



If [it] fe[ll], [the] wor[ld]
b[el]ow wou[ld] be [in] troub[le]!




W-w[ill] [it] be okay…?





","Recent[ly], I['v]e f[el]t [li]ke
[the] R[iv]er of Asteroids
might be destab[ili]z[in]g…



If [the] R[iv]er of
Asteroids c[ol][la]psed,
[it] wo[ul]d be d[is]astrous
for [the] wor[ld] be[lo]w!


I… I hope [it] w[ill] be
okay…




",
"
　　　　　TｅXT　４２",16,"The dinosaurs beneath
us don't think about
anything.
They don't understand
creatures with
intelligence will 
rule the land, not
creatures with 
strength.",163,,,
"ケーッ！
したのせかいの、きょうりゅうどもは
バカだよ！
これからは、カではなく
アタマのいいものが、せかいを　しはい
できるのもしらないで！　クエーッ！",129,"The dinosaurs beneath
us don't think about
anything.
They don't understand
creatures with
intelligence will 
rule the land, not
creatures with 
strength.",163,">kyeh<
The d[in]osaurs b[el]ow are
so stup[id]!



Can['t] [the]y see? It['s] [ti]me
to r[ul]e [the] wor[ld] w[it]h
bra[in]s [in]stead of brawn!!
>kweh<


",">kekeke< Those
d[in]osaurs be[lo]w us are
such morons!



They don['t] rea[li]ze [tha]t
[the] [str]ongest creatures
are [the] ones w[it]h bra[in]s!



","“Keh! The dinosaurs of the world below are idiots! They don't know that intelligence, not strength, will rule the world from now on! Kweh!”"
"おい！　きみ！
そのクリスタルには　かかわりあわんほうが
いいぞ！
進化が　くるってしまうらしいぞ！
そんなものにたよるより、われわれのように
じみちに　どりょくして進化するのが
ただしいのだ！
みよ！　このみごとなまでの
　　　”ずつきヘッド”を！！",219,"Hey! You!
Don't get involved
with the crystal.
It causes creatures 
to evolve in strange
ways.
We don't depend on
it. We evolve in the
right way, with 
steady effort. Look
at my excellent head
butt.",211,"Hey, you!
You sho[ul]dn['t] get [in]v[ol]ved
w[it]h [tho]se Cryst[al]s.
Seems [li]ke [the]y make
ev[ol]u[ti]on go crazy!

Instead of re[ly][in]g on
[the]m, we ev[ol]ve proper[ly],
[thr]ough hard work and
d[ili]gence.


Beh[ol]d[!!] Our [in]cred[ib][le]
    “head bash” d[is]p[la]y!




","Hey, you! Are you
ge[tt][in]g [in]v[ol]ved w[it]h [tho]se
“Cryst[al]s”? They seem
to make ev[ol]u[ti]on go
haywire!

It['s] much safer to
ev[ol]ve [the] r[ig]ht way,
w[it]h [lo]ts of hard work!



Look! We['v]e been
perfect[in]g our head-
bu[tt][in]g tech[ni]que!



","“Hey! You! About those crystals... it's best not to be affected. It's like they make evolution completely out of order! Instead of that, the best way for us is to evolve steadily and with great effort. Behold the perfection of our head-butting!”

(Not sure what “made no” is doing here?)"
"アンキロサウルス
「おっ！？　めずらしい！
　ひさびさの　いのちしらず　が、きたぞ！
　とおぼえで、アロサウルスのれんちゅうに
　しらせねばっ！」


「アンギャーーーーーーーーーース！！！」
",150,"Pronesaurus:
""Hah! What a stupid
creature. It has been
a long time since we
have seen a daredevil.
Let us howl to inform
the other Pronesaurus
that a stupid creature
is approaching.""

Ooofff....
",208,"Anky[lo]saurus:
“Oh! How exc[it][in]g!
 It['s] been a [lo]ng [ti]me
 s[in]ce we['v]e seen such
 audac[it]y!

 We['d] be[tt]er howl to
 warn [the] a[ll]osaurs[!”]

>angyuuuu<


",,"Grammar of “in a long time” is odd.

“With howling, alert the allosaur doofuses!”"
"アロサウルス
「おおっ！
　こんなところまで　きやがった！
　ここを、とっぱされると
　ティラノに　しかられるぞっ！！
　みんな！　やっちまえっ！！」",116,"Omosaurus:
""Oh!
What a creature to 
come here!""
""Tyrasaurus will be
upset unless we defeat
it. Let's go.""

",117,"A[ll]osaurus:
“Oh! Someone actua[ll]y
 came [thi]s far!
 If we [le]t [it] [thr]ough, [the]
 Tyrannos w[ill] sco[ld] us.
 Everyone! Get [it][!”]
",,
"ほほお………。
よく、ここまでこれたな……。
グルルル………
われわれは、ティラノサウルス！
クリスタルによって　カをえた
このせかいで、さいきょうのせいぶつ！
おまえなんか、おれさまたちに　かかっては
あかごのてをひねるより　かんたんだが、
…………、しかし……
おまえ、なかなか　みこみがありそうだな。
どうだ？
われわれと　てをくんで、
　せかいを、しはいしてみないか？
　　いいはなしだねえ！
　　やだ！
おおっ！！
こいつ、ティラノに　さからいおった！
あとさきかんがえず、さからいおった！

ふふふ……………。ならば………


　　　　　　しねっ！！！

　ほんとーに、いいんだなっ！？
　　ちょ、ちょっと　まってね…。
　　ほんとーに、いいよ！
そうか！　そうかっ！！
ふふふふ…………
",500,"Ha ha ha...
I guess I will have
to believe you are 
actually here.


We are the
Tyrasaurus. In this
world we are the 
strongest creature to 
receive power from the
crystal.
Defeating you will be
as easy as lifting a
baby.
But, you seem to have
promise.

Well, will you join us
in ruling the world?


Yes.
No!
What you turn against
Tyrasaurus?!
You are unwise!
Ha ha ha... so now
you must pay your
debt!
Don't You want to
reconsider?


W-wait...
I've made my decision.
Well, Well!
Hahaha...
",530,"Ah, impress[iv]e… Someone
was ab[le] to reach us.

>grr<


We are Tyrannosaurs…
W[it]h [the] power of [the]
Cryst[al]s, we['v]e become
[the] [str]ongest creatures
[in] [the] wor[ld].

Dea[li]ng w[it]h you wou[ld] be
no harder for us [tha]n
tw[is]t[in]g a baby['s] arm.
However…
You seem to have some
poten[ti][al].
 Why not j[oi]n us [in]
 ru[li]ng [the] wor[ld]?
  What a n[ic]e [id]ea!

  No way[!!]

So you wou[ld] oppose us?
Don['t] you know [the]
consequences of
oppos[in]g [the] Tyrannos?

Heh heh… In [tha]t case…


         D[ie][!!]



 Rea[ll]y[?!] That['s] what you
 want?
  W-wa[it]…

  Rea[ll]y!

Good! Good[!!]

Heh heh heh heh…



","Ah, impress[iv]e… Someone
was ab[le] to reach us.

>grr<


We are tyrannosaurs…
W[it]h [the] power of [the]
Cryst[al]s, we['v]e become
[the] [str]ongest creatures
[in] [the] wor[ld].

We co[ul]d tear a [thi]ng
[li]ke you apart [in] an
[in]stant. However…
You seem to have some
poten[ti][al].

Perhaps, [if] you serve
us, we w[ill] [al][lo]w you to
ru[le] a sma[ll] part of [the]
wor[ld]…


  I'm [in]terested…

  Not a chance!



So… you['d] prefer to
be our food [tha]n our
s[la]ve, [the]n. Heh heh…
So be [it].

D[ie][!!]
>grr< Be very sure…

  W-wa[it]…

  I'm sure!

Good… good!

Heh heh heh heh…



","“For us to deal with a thing like you would be as easy as twisting a baby's hand.”

“You set yourself against the Tyrannos? Heedless of the consequences, you set yourself against us? Heh heh... In that case... die!!!”"
"
　　　　　TｅXT　４８",16,"There apprears to be
changes in your body
from eating the red,
green and blue 
crystals continously.
",108,,,
"あか、あお、みどりのクリスタルを
つづけてたべた　あなたの体に
へんかが　おこった！",64,"There apprears to be
changes in your body
from eating the red,
green and blue 
crystals continously.
",108,,,
"
　たいへんです！

そらにういている、アステロイドのかわ　が
くずれはじめ、ちじょうに　ふりそそごうと
しています！
かぞえきれないほどの、がんせきが
おちてくるのです！
はやく、はやく……

　　　　　　おにげなさいっ！！
",203,"Watch out!
The river of 
asteroids is breaking
apart! It is about
to fall to the
ground!
A great number of
rocks are dropping!
Hurry up! Hurry,
get out of here!

",175,"Th[is] [is] ter[ri]b[le]!

The R[iv]er of Aster[oi]ds
f[lo]a[ti]ng above [is] beg[in]n[in]g
to break up and ra[in]
down upon [the] surface!
Count[le]ss rocks w[ill] be
fa[ll][in]g! Qu[ic]k[ly], qu[ic]k[ly]…

     …Run[!!]


",,"“It's a disaster! A river of asteroids floating in the sky is starting to break up, and it's going to rain down on the surface. Countless rocks are going to fall! Quickly, quickly... Please, escape!!”"
"　　　　　”進化のアドバイス”
これからの時代の　進化は、
ゆっくり　と　したものになるでしょう。
ハ虫類は、ほとんど　進化しなくなりますが
これからの時代は　むかうところ　テキなし
かも？　でも、ユダンは　きんもつ！
ホにゅう類の進化は、ゆっくりです。
つよいテキに、くろうするかもしれません。
しかし、いつか”ひと”と　よばれる
せいぶつに　進化できるかもしれませんよ！

",297,"EVO tip""
Evolution is slowing
down in this age.
Reptiles change very
little and they will
have few enemies.
You must be careful!
Evolution is slow
among the Mammals.
You will struggle
against strong 
enemies.
Someday you may 
evolve into a 
creature known as
a ""Human Being.""

",297,"   “Ev[ol]u[ti]on ad[vi]ce”

The com[in]g age may be
an age of s[lo]w ev[ol]u[ti]on.


Rep[ti][le]s w[ill] bare[ly] ev[ol]ve
at a[ll]. They w[ill] need
sh[el]ter to stay safe
from [the]ir enem[ie]s.
Cau[ti]on w[ill] be cr[it][ic][al]!

Mamm[al]s are ev[ol]v[in]g
s[lo]w[ly].

Cou[ld] a [str]ong enemy be
[in]terfer[in]g w[it]h [the]m?

However, [the] [ti]me [is] r[ip]e
for creatures ca[ll]ed
“peop[le]” to ev[ol]ve!



",,
"わたしたちは、こんなすがたになったけど、
もう　テキにおびえることも　なくなって
いまは、とても　しあわせです………。
おくの　スティラコおやこが
あなたに　ようがあるそうですよ……。
",166,"We are very happy
living without fear of
our enemies, although
we have weak bodies.
Syrocosaurus family
over there has 
something to tell you.

",154,"Al[tho]ugh we have taken
on [thi]s form, we are no
[lo]nger [thr]eatened by
enem[ie]s.
We are very happy now…

Beyond here, [the]re [is] a
Styraco fam[il]y who w[is]h
to speak w[it]h you…



","…[in] [thi]s form…

           …no more
            predators…

  …a b[le]ss[in]g…
      …[the] fam[il]y w[it]h[in]…

…bears a message
         for you…


","“We've become in this form, but we no longer need to fear enemies now, so it's very good luck. The Styraco parent and child within seem to have business with you...”"
"ガイアという　おかたから、
あなたが　ホにゅう類になれるカを
あたえるようにと　いわれました。
しかし、どうじに　ホにゅう類になれる
”しかく”があるかどうかを、
しんぱん　するようにともいわれました…。
なぜなら、あなたをホにゅう類にするには
ぜつめつしていった　わたしたちの
おおくのなかまの
”きぼう”という　たましいのカを
たくさん　つかうからです………。


しんぱん　します

おめでとう！
あなたは、”ホにゅう類”になれる　しかく
があります。
ただ、”ホにゅう類”に進化してしまうと
いまの　からだには、にどと　もどれなく
なってしまいますよ…。
　どうしますか？
　　ホにゅう類に進化する
　　いまのままで、ガンバリます

わかりました。

大いなるカよ！
このものに、あたらしき時代への　からだを
あたえたまえ！！

わかりました。

あなたの　ゆうきを　ほめたたえましょう。
でも、もし　きが　かわったら
いつでも　おいでなさい。



ざんねんですが……、
あなたには、そのしかくが
ないようです……。
むかし、
なにか　わるいこと
しませんでしたか？",679,"I was told by Gaia to
give you the power to
become a Mammal.
I was also ordered to
check if you deserve
to become a Mammal.
In order to make you
a Mammal, we have to
use some of our 
""Spirit Power"" called
""Hope"" from our 
people who have been 
defeated.



I must judge you.

Congratulations!
You deserve to become
a Mammal.
You will not be able
to return to the form
you are in now if you
decide to become a 
Mammal.

How will you choose?
Evolve to a Mammal.
Stay as you are.

I got it.

Great Power!
Give this creature
a new body for this
Era.


I got it.
I admire your 
courage.
When you change your
mind come back here
at anytime.",680,"We were [in]structed by
one ca[ll]ed Ga[ia] to grant
you [the] power to become
a mamm[al]…
and to judge your
wor[thi]ness for [it].
Th[is] [is] because mak[in]g
you a mamm[al] w[ill] requ[ir]e
much of our ext[in]ct
bre[thr]en['s] s[pi]r[it]u[al] power.
T[hi]s power [is] ca[ll]ed
“hope[.”]
Now [the] judgment…





We[ll] done! You are
wor[thy] to become a
mamm[al].
But [if] you do, you w[ill]
never be ab[le] to return
to your current body…
 What w[ill] you do?

  Ev[ol]ve [in]to a mamm[al]

  Persevere [in] [thi]s body

Very we[ll].

Alm[ig]hty Power!

Grant [thi]s creature a
body for [the] new age!
Very we[ll].

We admire your
courage. But [if] you
recon[si]der, you may
[al]ways return here.
"," …to embrace weakness…





…[in] a wor[ld]
   where [the] [str]ong
     eat [the] weak…






      …[is] true courage…


       …so[ul]s of
        [the] ext[in]ct…

…have jo[in]ed
 w[it]h G[ai]a now…

…[thr]ough her power…
     …and [the] s[pi]r[it]u[al]
      power of “Hope”…

  …we o[ff]er you [the]
   g[if]t of weakness…
…but [if] you accept…

    …you w[ill] not be
     ab[le] to return to
     what you are now…

    …do you accept [the]
     g[if]t of weakness?…
  Embrace weakness

  Keep current body

…so be [it]…

      …Almighty Power…

 …bestow upon [thi]s
  creature a new body…

              …

…and may [it] be [the] body
 [tha]t [le]ads us to [the]
 New Dawn…
             …so be [it]…


…[if] you recon[si]der…

    …return here…","I was told by a lady called Gaia to give you the power to become a mammal. But she also told me to test whether or not you're qualified to become a mammal. 

That's because, in order to make you a mammal, we have to use a lot of spirit power called “hope” of our many extinct comrades. 

Testing.............

Congratulations! You're qualified to become a mammal. However, if you become a mammal, you'll never be able to return to your current body. What will you do?

> Evolve into a mammal
> Persist in this state

I understand. Almighty power! Bestow upon this creature a body for the new age.

I understand. I'll praise your courage. However, if you change your mind, you are always welcome to return here.

Unfortunately, it seems you aren't qualified. Long ago, did you do something bad, perhaps?"
"デルタデリジウムの　うわさばなし
A：「まだ、きょうりゅうの　いきのこりが
　　　いて、やになっチューなー。」
B：「でも、あいつらには、このさむさは
　　　たえられないはず……、いずれ
　　　きえちまうでチュよ！」
C：「それより、ぼくは　にしのたいりくに
　　　すむ　”しろい２ほんあし”が
　　　とっても　おそろしいでチュ！
　　　なんでも、
　　　これから　進化していこうとしている
　　　ホにゅう類たちを
　　　つぎから　つぎへと
　　　ころしまくっているそうでチュ！
　　　コワイでチューーッ！！」",412,"
Rumor from Deltadium.

A: ""I am afraid there
are still dinosaurs
alive.""
B: ""They will not be
able to withstand the
cold. They will perish
soon.""


C: ""I would be more
interested in the 
white two legged
creature living in 
the West Continent.""

""They are defeating 
the Mammals
trying to evolve.""
""I am so scared!""

",343,"The D[el]ta[the]r[id]ium are
gos[si]p[in]g.

A:
“>squeak< D[in]osaur
 surv[iv]ors! I hate [it][!!]”
B:
“They can['t] take [thi]s
 c[ol]d! >squeak< They['ll]
 be gone soon[.”]


C:
“I [thi]nk [the] ‘wh[it]e
 two-[le]gs’ [li]v[in]g [in] [the]
 west [is] worse!


 They say [it] s[la]ughters
 every s[in]g[le] mamm[al] [tha]t
 tr[ie]s to ev[ol]ve!
 >squeak< Scaary[!”]


",,
"マンモス
「わしら、マンモス　３きょうだい！
　イエティ　なんかも　おそれなす！
　ぬあーーんだ！　おまえ！？
　さては？　イエティのなかまだな！？
　そうだ！　そうにちがいないっ！うん。
　おおーい！　　あにきぃーー！
　テキが　きたぞーっ！
　パオオオーーーーン！」",203,"Mammoth:
""We are the three 
brothers of the 
Mammoth.
Even the Yeti is 
afraid of us.

What are you? Whaaaat?

Well, you are a part
of the Yeti family
aren't you?

Yeah, you should be!


Hey, brothers!


The enemy is here!""


Pahooom....
",263,"Mammoth:
“We are [the] [thr]ee
 mammoth bro[the]rs!
 Even ye[ti] fear us!


 >ngaaa< What are you[?!]
 Are you w[it]h [the] ye[ti]?

 That['s] [it]! No o[the]r
 exp[la]na[ti]on!

 Heeey! B[ig] bro!
 They['r]e com[in]g!

 >pwaaaaaah<”


",,
"また、いっぴき
ドレイが　やってきたぞーーー！！
",46,"Another fool is
coming.
",28,"We got ano[the]r s[la]ve[!!]





",,
