Parent,Name,Download,System,Name (original),Translated Title,Status,Adult,Offensive,Obsolete Version,Back Catalog,Retrieved By,Retrieved Date,Source,Notes,Size,CRC32,MD5,SHA-1,Id,Authors,Short Authors,Url,Other Urls,Version,Release Date,Options,Labels,Id (2),Authors (2),Short Authors (2),Url (2),Other Urls (2),Version (2),Release Date (2),Options (2),Labels (2),Id (3),Authors (3),Short Authors (3),Url (3),Other Urls (3),Version (3),Release Date (3),Options (3),Labels (3),Id (4),Authors (4),Short Authors (4),Url (4),Other Urls (4),Version (4),Release Date (4),Options (4),Labels (4),Id (5),Authors (5),Short Authors (5),Url (5),Other Urls (5),Version (5),Release Date (5),Options (5),Labels (5)
3x3 Eyes - Juuma Houkan (Japan).sfc,"3x3 Eyes - Juuma Houkan (Japan) [T-En by Atomizer_Zero, FamilyGuy, AkiHizirino, mkwong98 (v1.01)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/3x3 Eyes - Juuma Houkan (Japan).sfc/3x3 Eyes - Juuma Houkan (Japan) [T-En by Atomizer_Zero, FamilyGuy, AkiHizirino, mkwong98 (v1.01)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-03-21,Trusted,,2097152,b455b7a4,ace1abe5f48d24e1512cbc6541f171be,638272dcdda92bd233e89dbd2d4a4cfad1b9459c,,"Atomizer_Zero, FamilyGuy, AkiHizirino, mkwong98",,https://www.romhacking.net/translations/2835/,,1.01,2017-02-02,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazing Spider-Man, The - Lethal Foes (Japan).sfc","Amazing Spider-Man, The - Lethal Foes (Japan) [T-En by gorgyrip, filler (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Amazing Spider-Man, The - Lethal Foes (Japan).sfc/Amazing Spider-Man, The - Lethal Foes (Japan) [T-En by gorgyrip, filler (v1.0)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-03-21,Trusted,,2097152,ea7a8932,c8a2794e64d4fd729245a74fc6d41a1e,8ff17069267468241ab209d7ae2f325aab140e23,,"gorgyrip, filler",,https://www.romhacking.net/translations/2624/,,1.0,2016-04-06,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazing Spider-Man, The - Lethal Foes (Japan).sfc","Amazing Spider-Man, The - Lethal Foes (Japan) [T-En by kepeb (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Amazing Spider-Man, The - Lethal Foes (Japan).sfc/Amazing Spider-Man, The - Lethal Foes (Japan) [T-En by kepeb (v1.0)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-04-29,Trusted,,1572864,d798a184,a5a41386a4a6f3432801cfa60d02666c,6984e38af83bf77b3ac7336aa555cb7bea1a561d,,kepeb,,https://www.romhacking.net/translations/2472/,,1.0,2015-09-21,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Magic - Bazoe! Mahou Sekai (Japan).sfc,"Ancient Magic - Bazoo! World of Magic (Japan) [T-En by Aeon Genesis, Gideon Zhi, Eien Ni Hen (v1.00)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Ancient Magic - Bazoe! Mahou Sekai (Japan).sfc/Ancient Magic - Bazoo! World of Magic (Japan) [T-En by Aeon Genesis, Gideon Zhi, Eien Ni Hen (v1.00)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,true,Fully Playable,,,,,JuMaFuSe,2023-03-21,Trusted,,2097152,3db23a76,9d33c8299fc374f87a328626b706d1b1,6fc402115074277b237d4f24d4062f71b30832b4,,"Aeon Genesis, Gideon Zhi, Eien Ni Hen",,https://www.romhacking.net/translations/1575/,,1.00,2010-12-19,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelique (Japan).sfc,"Angelique (Japan) [T-En by Marfisa, John Flemming (v0.02)] [i].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Angelique (Japan).sfc/Angelique (Japan) [T-En by Marfisa, John Flemming (v0.02)] [i].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Incomplete,,,,,JuMaFuSe,2023-03-21,Trusted,,2097152,fc088414,c30f54bccead98b89728786b7bf2519b,735fe01a266e1242485385a81758b2befbacb6cb,,"Marfisa, John Flemming",,https://www.romhacking.net/translations/279/,,0.02,2001-01-18,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabian Nights - Sabaku no Seirei Ou (Japan).sfc,"Arabian Nights - Desert Spirit King (Japan) [T-En by LostTemplar, Pennywise, Eien Ni Hen, ChronoMoogle, sin_batsu, Shmu-Hadron, FlashPV, Leyla (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Arabian Nights - Sabaku no Seirei Ou (Japan).sfc/Arabian Nights - Desert Spirit King (Japan) [T-En by LostTemplar, Pennywise, Eien Ni Hen, ChronoMoogle, sin_batsu, Shmu-Hadron, FlashPV, Leyla (v1.0)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,true,Fully Playable,,,,,JuMaFuSe,2023-03-21,Trusted,,3145728,be092358,fb6227cd750c6fc4beade6db8a55e3b8,6528f90602edb8772698c082a1cb3e0c9a033165,,"LostTemplar, Pennywise, Eien Ni Hen, ChronoMoogle, sin_batsu, Shmu-Hadron, FlashPV, Leyla",,https://www.romhacking.net/translations/1785/,,1.0,2012-12-25,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.N. Squadron (USA).sfc,"Area 88 (USA) [T-En by blizzz, Natori (v1.03 v2)] [Performance by Vitor Vilela (v1.40)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/U.N. Squadron (USA).sfc/Area 88 (USA) [T-En by blizzz, Natori (v1.03 v2)] [Performance by Vitor Vilela (v1.40)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,true,Fully Playable,,,,,JuMaFuSe,2023-04-29,Trusted,,1048576,ec46183c,14cdb28eeeae5a7d28172a3a59132def,4871dee9136f9b13543fd9813daa7dfee3de9b2f,,"blizzz, Natori",,https://www.romhacking.net/hacks/5676/,,1.03 v2,2021-09-03,,T-En,,Vitor Vilela,,https://github.com/VitorVilela7/fastrom,,1.40,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.N. Squadron (USA).sfc,"Area 88 (USA) [T-En by blizzz, Natori (v1.03 v2)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/U.N. Squadron (USA).sfc/Area 88 (USA) [T-En by blizzz, Natori (v1.03 v2)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,true,Fully Playable,,,,,JuMaFuSe,2023-04-29,Trusted,,1048576,93e19a47,05a1c58c2b613eeb14b7f9f26d2de26a,0f500ab60b7ddb382f70a9ea3fb68e7fc593091c,,"blizzz, Natori",,https://www.romhacking.net/hacks/5676/,,1.03 v2,2021-09-03,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aretha (Japan).sfc,"Aretha (Japan) [T-En by Dynamic-Designs, Wildbill, Bongo`, filler, Taskforce (v1.00)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Aretha (Japan).sfc/Aretha (Japan) [T-En by Dynamic-Designs, Wildbill, Bongo`, filler, Taskforce (v1.00)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-03-21,Trusted,,2621440,90b8101f,bdfe977ced81ac04f4389bcfd3256356,9b7ce8f7e45d541e10eedea4c9cd72ae0ae1a0e7,,"Dynamic-Designs, Wildbill, Bongo`, filler, Taskforce",,https://www.romhacking.net/translations/3836/,,1.00,2018-09-03,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aretha II - Ariel no Fushigi na Tabi (Japan).sfc,"Aretha II - Ariel's Wonderful Adventure (Japan) [T-En by Dynamic-Designs, filler, Wildbill, Bongo`, Taskforce (v0.91)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Aretha II - Ariel no Fushigi na Tabi (Japan).sfc/Aretha II - Ariel's Wonderful Adventure (Japan) [T-En by Dynamic-Designs, filler, Wildbill, Bongo`, Taskforce (v0.91)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,true,Fully Playable,,,,,JuMaFuSe,2023-04-29,Trusted,,3145728,10701086,7172a7550670659a754a6d39de450073,6040e9d89c008fec2793e7196401fee6fba1f525,,"Dynamic-Designs, filler, Wildbill, Bongo`, Taskforce",,https://www.romhacking.net/translations/5420/,,0.91,2020-02-26,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kikou Keisatsu Metal Jack (Japan).sfc,"Armored Police Metal Jack (Japan) [T-En by MrRichard999, FlashPV, Jink640 (v2.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Kikou Keisatsu Metal Jack (Japan).sfc/Armored Police Metal Jack (Japan) [T-En by MrRichard999, FlashPV, Jink640 (v2.0)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,true,Fully Playable,,,,,JuMaFuSe,2023-04-29,Trusted,,1048576,1b356ce3,48dbfc9d5799e9b015ddb8b6e0fbb3a4,6dc4d8807f5a0a7eb1803170e1c36c84637555d6,,"MrRichard999, FlashPV, Jink640",,https://www.romhacking.net/translations/3596/,,2.0,2018-05-26,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juusou Kihei Valken (Japan).sfc,"Assault Suits Valken (Japan) [T-En by Aeon Genesis, Gideon Zhi, Ian Kelley, Tomato (v1.00)] [Performance by Kandowontu (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Juusou Kihei Valken (Japan).sfc/Assault Suits Valken (Japan) [T-En by Aeon Genesis, Gideon Zhi, Ian Kelley, Tomato (v1.00)] [Performance by Kandowontu (v1.0)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,true,Fully Playable,,,,,JuMaFuSe,2023-04-29,Trusted,,1048576,123285e1,eb97abd6e77a66ae7ac284cb2362cd18,1e73a383b6f1e6485b87395fee81d8b4c9ee8500,,"Aeon Genesis, Gideon Zhi, Ian Kelley, Tomato",,https://www.romhacking.net/translations/775/,,1.00,2004-03-07,,T-En,,Kandowontu,,https://patreon.com/kandowontu,https://twitter.com/kandowontu,1.0,2023-04-04,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juusou Kihei Valken (Japan).sfc,"Assault Suits Valken (Japan) [T-En by Aeon Genesis, Gideon Zhi, Ian Kelley, Tomato (v1.00)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Juusou Kihei Valken (Japan).sfc/Assault Suits Valken (Japan) [T-En by Aeon Genesis, Gideon Zhi, Ian Kelley, Tomato (v1.00)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,true,Fully Playable,,,,,JuMaFuSe,2023-04-29,Trusted,,1048576,0b6b9e86,bbce3977c8bfc3ef4e84ae329c89489a,662b624edbfc3450ebf64030a5017344aa4bf7c0,,"Aeon Genesis, Gideon Zhi, Ian Kelley, Tomato",,https://www.romhacking.net/translations/775/,,1.00,2004-03-07,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Fire Emblem - Akaneia Senki Hen - Dai-1-wa - Palace Kanraku (Japan) (9-29) (SoundLink).bs,BS Fire Emblem - Akaneia Senki Hen - Dai-1-wa - Palace Kanraku (Japan) (9-29) (SoundLink) [T-En by Darrman (v1.01)].bs,https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Fire Emblem - Akaneia Senki Hen - Dai-1-wa - Palace Kanraku (Japan) (9-29) (SoundLink).bs/BS Fire Emblem - Akaneia Senki Hen - Dai-1-wa - Palace Kanraku (Japan) (9-29) (SoundLink) [T-En by Darrman (v1.01)].bs/romhack.bps,Nintendo - Satellaview,,,Fully Playable,,,,,JuMaFuSe,2023-05-01,Trusted,,1048576,13561465,96d855571b82692fb85feaf0705a54d1,12f8ccc10f878c1af1f0e1ec5d677b1429793b9d,,Darrman,,https://www.romhacking.net/translations/5650/,,1.01,2020-08-20,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Fire Emblem - Akaneia Senki Hen - Dai-2-wa - Akai Ryuu Kishi (Japan) (SoundLink).bs,BS Fire Emblem - Akaneia Senki Hen - Dai-2-wa - Akai Ryuu Kishi (Japan) (SoundLink) [T-En by Darrman (v1.01)].bs,https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Fire Emblem - Akaneia Senki Hen - Dai-2-wa - Akai Ryuu Kishi (Japan) (SoundLink).bs/BS Fire Emblem - Akaneia Senki Hen - Dai-2-wa - Akai Ryuu Kishi (Japan) (SoundLink) [T-En by Darrman (v1.01)].bs/romhack.bps,Nintendo - Satellaview,,,Fully Playable,,,,,JuMaFuSe,2023-05-01,Trusted,,1048576,11715a99,b248061f3820b5f0170d4226a04b95bd,46a8c79d6414e5028abca657d9f1b9e0ad819fb4,,Darrman,,https://www.romhacking.net/translations/5650/,,1.01,2020-08-20,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Fire Emblem - Akaneia Senki Hen - Dai-3-wa - Seigi no Touzokudan (Japan) (SoundLink).bs,BS Fire Emblem - Akaneia Senki Hen - Dai-3-wa - Seigi no Touzokudan (Japan) (SoundLink) [T-En by Darrman (v1.01)].bs,https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Fire Emblem - Akaneia Senki Hen - Dai-3-wa - Seigi no Touzokudan (Japan) (SoundLink).bs/BS Fire Emblem - Akaneia Senki Hen - Dai-3-wa - Seigi no Touzokudan (Japan) (SoundLink) [T-En by Darrman (v1.01)].bs/romhack.bps,Nintendo - Satellaview,,,Fully Playable,,,,,JuMaFuSe,2023-05-01,Trusted,,1048576,643aadb4,244e25d1d3c63073f6b9ef394f9315bf,12adef5da82cf1dc0f851ead698d748ebfb7fc45,,Darrman,,https://www.romhacking.net/translations/5650/,,1.01,2020-08-20,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Fire Emblem - Akaneia Senki Hen - Dai-4-wa - Hajimari no Toki (Japan) (4-28) (SoundLink).bs,BS Fire Emblem - Akaneia Senki Hen - Dai-4-wa - Hajimari no Toki (Japan) (4-28) (SoundLink) [T-En by Darrman (v1.01)].bs,https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Fire Emblem - Akaneia Senki Hen - Dai-4-wa - Hajimari no Toki (Japan) (4-28) (SoundLink).bs/BS Fire Emblem - Akaneia Senki Hen - Dai-4-wa - Hajimari no Toki (Japan) (4-28) (SoundLink) [T-En by Darrman (v1.01)].bs/romhack.bps,Nintendo - Satellaview,,,Fully Playable,,,,,JuMaFuSe,2023-05-01,Trusted,,1048576,78de9569,7202f3d63a85ba25d0ab491bb9e3b66b,08661008074163f993a9e5ff5180141a60ce10e2,,Darrman,,https://www.romhacking.net/translations/5650/,,1.01,2020-08-20,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Zelda no Densetsu - Dai-1-wa (Japan) (Rerun) (SoundLink).bs,"BS Legend of Zelda, The (Japan) (SoundLink) [Restoration by MottZilla (v0.95)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Zelda no Densetsu - Dai-1-wa (Japan) (Rerun) (SoundLink).bs/BS Legend of Zelda, The (Japan) (SoundLink) [Restoration by MottZilla (v0.95)].sfc/romhack.bps",Nintendo - Satellaview,,,Fully Playable,,,,,JuMaFuSe,2023-05-02,Trusted,,2097664,ba09d28a,b691f25801deaeb6968fcfa0bf685584,652ee49acf90a363541d28b69189960364b706b5,,MottZilla,,https://bszelda.zeldalegends.net/rh.shtml,,0.95,2012-05-06,,Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
